Day fraction since midnight on 	air chamber (200kPa) (cm)	waste (100 psi) (cm)	PID control ()	Pump Control ()
0.5213525432	-455.1537780762	157.2780914307	0.6287296212	4.5950245522
0.5213526589	-451.9709167480	26.4294509888	0.6287296212	4.5950245522
0.5213527749	-451.3095092773	8.9603109360	0.6287296212	4.5950245522
0.5213528905	-450.6068420410	12.9707374573	0.5403476098	3.9013082836
0.5213530062	-439.9216003418	-2.7310974598	0.5403476098	3.9013082836
0.5213531219	-444.2411499023	12.2230310440	0.5403476098	3.9013082836
0.5213532375	-442.4224243164	8.4844999313	0.5403476098	3.9013082836
0.5213533532	-437.4208068848	33.9065208435	0.5403476098	3.9013082836
0.5213534694	-435.1655578613	328.6524047852	0.4630968916	3.2420856590
0.5213535853	-445.1587829590	591.6275634766	0.4841186427	2.7785813497
0.5213537009	-452.6529235840	666.4662475586	0.4841186427	2.7785813497
0.5213538165	-453.1076660156	549.8240356445	0.4841186427	2.7785813497
0.5213539322	-458.8887329102	486.4826049805	0.4841186427	2.7785813497
0.5213540479	-458.0637512207	423.4615783691	0.5818825776	2.9047118562
0.5213541635	-450.9402770996	29.9187507629	0.5808906139	3.4912954654
0.5213542793	-449.6974487305	65.3101882935	0.5808906139	3.4912954654
0.5213543949	-444.6958618164	-8.7127523422	0.5808906139	3.4912954654
0.5213545106	-443.5590820313	5.4936723709	0.5808906139	3.4912954654
0.5213546262	-440.6036682129	5.4936733246	0.5808906139	3.4912954654
0.5213547425	-439.4215087891	8.8733053207	0.4651048053	2.9591023490
0.5213548582	-436.2840881348	12.9707384109	0.4651048053	2.9591023490
0.5213549739	-431.2824401855	32.4111061096	0.4651048053	2.9591023490
0.5213550898	-430.6004333496	633.1185302734	0.4651048053	2.9591023490
0.5213552056	-443.4227294922	468.9221496582	0.4651048053	2.9591023490
0.5213553211	-447.4543457031	653.6057128906	0.6172588794	2.7906288320
0.5213554368	-446.8177795410	503.4662780762	0.5674204646	3.7035532763
0.5213555525	-450.8341369629	476.5487976074	0.5674204646	3.7035532763
0.5213556682	-447.8787231445	380.8423156738	0.5674204646	3.7035532763
0.5213557838	-448.3334350586	21.1955089569	0.5674204646	3.7035532763
0.5213558995	-443.5591430664	31.6634025574	0.4523799445	3.4045227877
0.5213560152	-439.0411682129	40.8262023926	0.4567730504	2.7142796669
0.5213561309	-436.5114440918	-15.4421081543	0.4567730504	2.7142796669
0.5213562465	-435.3747253418	10.7276172638	0.4567730504	2.7142796669
0.5213563623	-434.9407043457	12.2230310440	0.4567730504	2.7142796669
0.5213564780	-431.9645080566	20.5053195953	0.4567730504	2.7142796669
0.5213565947	-433.6014099121	64.2634048462	0.3621707995	1.6871898940
0.5213567104	-428.5543518066	566.2735595703	0.3621707995	1.6871898940
0.5213568261	-439.3911437988	389.5655517578	0.3621707995	1.6871898940
0.5213569418	-445.3021545410	398.5380859375	0.3621707995	1.6871898940
0.5213570575	-443.1044311523	451.8745117188	0.3621707995	1.6871898940
0.5213571731	-446.0599365234	478.7919006348	0.4101249950	2.1730247971
0.5213572888	-444.9057312012	228.1146545410	0.4638887348	2.4607499698
0.5213574044	-442.4224243164	26.4294528961	0.4638887348	2.4607499698
0.5213575202	-442.8771057129	3.9982590675	0.4638887348	2.4607499698
0.5213576358	-439.4669189453	23.4386291504	0.4638887348	2.4607499698
0.5213577515	-435.0109252930	1.9046800137	0.3045265096	2.7833324087
0.5213578671	-433.1117248535	4.6309337616	0.3476093980	1.8271590575
0.5213579831	-429.5091857910	30.1679878235	0.3476093980	1.8271590575
0.5213580988	-426.2808837891	24.9340419769	0.3476093980	1.8271590575
0.5213582145	-424.6894836426	84.0028610229	0.3476093980	1.8271590575
0.5213583302	-422.9406127930	508.4700927734	0.3476093980	1.8271590575
0.5213584458	-439.9216003418	424.5582275391	0.3618789540	2.0453299914
0.5213585615	-446.1357116699	483.7766418457	0.3618789540	2.0453299914
0.5213586775	-448.3333740234	464.1096496582	0.3618789540	2.0453299914
0.5213587932	-449.4701232910	422.7139587402	0.3618789540	2.0453299914
0.5213589088	-441.5130310059	144.5670928955	0.3618789540	2.0453299914
0.5213590255	-435.3705139160	96.9449768066	0.3875190053	2.3938725895
0.5213591412	-435.3222045898	-12.6238327026	0.3875190053	2.3938725895
0.5213592568	-433.0687561035	21.7295818329	0.3875190053	2.3938725895
0.5213593725	-432.6465454102	13.7184429169	0.3875190053	2.3938725895
0.5213594882	-428.7817077637	1.7551379204	0.3875190053	2.3938725895
0.5213596038	-427.8723144531	18.8028488159	0.3536838387	2.3251140319
0.5213597195	-425.2350769043	16.3104953766	0.2819088378	2.1221030325
0.5213598353	-422.8447265625	121.3027343750	0.2819088378	2.1221030325
0.5213599508	-424.2347717285	461.5946044922	0.2819088378	2.1221030325
0.5213600665	-432.8739013672	470.5670776367	0.2819088378	2.1221030325
0.5213601821	-437.8755187988	500.4754333496	0.2819088378	2.1221030325
0.5213602979	-443.7561645508	444.5469055176	0.3837009837	2.6998002398
0.5213604135	-445.8325805664	449.3821105957	0.3837009837	2.6998002398
0.5213605292	-438.1028747559	150.5487365723	0.3837009837	2.6998002398
0.5213606449	-438.3302307129	66.8056106567	0.3837009837	2.6998002398
0.5213607605	-437.6481628418	-14.6944026947	0.3837009837	2.6998002398
0.5213608765	-430.3094787598	-7.0378890038	0.2460297631	2.3022059020
0.5213609927	-426.9050292969	22.9278583527	0.2451530958	1.4761785784
0.5213611088	-422.0440063477	14.6700706482	0.2451530958	1.4761785784
0.5213612245	-423.0980529785	9.9799108505	0.2451530958	1.4761785784
0.5213613402	-422.6433410645	35.4019317627	0.2451530958	1.4761785784
0.5213614559	-421.2618103027	389.7572937012	0.1947219593	1.4709185746
0.5213615715	-424.4620971680	552.8149414063	0.2211158343	1.1683317560
0.5213616872	-433.8742065430	605.3038940430	0.2211158343	1.1683317560
0.5213618030	-431.6917114258	401.6286010742	0.2211158343	1.1683317560
0.5213619185	-440.6036682129	461.5946655273	0.2211158343	1.1683317560
0.5213620342	-443.5591430664	479.5395507813	0.2211158343	1.1683317560
0.5213621502	-433.1880493164	37.4547271729	0.3173917407	1.9076870351
0.5213622659	-431.8887329102	66.8056106567	0.3173917407	1.9076870351
0.5213623816	-427.6449584961	20.4478034973	0.3173917407	1.9076870351
0.5213624973	-428.0996093750	-12.4512796402	0.3173917407	1.9076870351
0.5213626131	-421.0519714355	-5.7219257355	0.3173917407	1.9076870351
0.5213627290	-423.5436401367	17.0083541870	0.3104781412	1.9043504443
0.5213628448	-422.5209655762	4.1708073616	0.2153354658	1.8628688475
0.5213629604	-419.0058288574	33.1588134766	0.2153354658	1.8628688475
0.5213630761	-414.2315673828	525.8973999023	0.2153354658	1.8628688475
0.5213631917	-418.7784729004	638.0534057617	0.2153354658	1.8628688475
0.5213633074	-431.4189147949	611.4350585938	0.2153255242	1.2920127949
0.5213634231	-432.4191894531	462.7909545898	0.2362840051	1.2919531450
0.5213635387	-436.0567321777	506.2078247070	0.2362840051	1.2919531450
0.5213636544	-429.4636840820	427.2001342773	0.2362840051	1.2919531450
0.5213637701	-428.7816772461	64.5624847412	0.2362840051	1.2919531450
0.5213638857	-430.0758056641	46.0423736572	0.2362840051	1.2919531450
0.5213640014	-428.1905822754	18.0551433563	0.2285061858	1.3124752997
0.5213641171	-425.7655639648	-3.3791127205	0.2285061858	1.3124752997
0.5213642327	-420.5972595215	3.9982602596	0.2285061858	1.3124752997
0.5213643484	-422.1886901855	15.9615640640	0.2285061858	1.3124752997
0.5213644642	-416.0503234863	17.4569759369	0.2285061858	1.3124752997
0.5213645797	-418.1873779297	45.7202835083	0.0906975030	1.3710371149
0.5213646955	-416.5354003906	579.2337646484	0.1552646030	0.5441850179
0.5213648111	-421.5066223145	455.6130371094	0.1552646030	0.5441850179
0.5213649268	-430.3731079102	513.9341430664	0.1552646030	0.5441850179
0.5213650425	-432.1918640137	501.2230834961	0.1552646030	0.5441850179
0.5213651581	-432.8739013672	490.3066101074	0.2574544556	0.9315876180
0.5213652738	-431.8735961914	389.5157775879	0.1911233573	1.5447267334
0.5213654126	-425.5988159180	51.1037673950	0.1911233573	1.5447267334
0.5213655283	-424.9168395996	12.2230300903	0.1911233573	1.5447267334
0.5213656208	-425.8786926270	1.8701735735	0.1911233573	1.5447267334
0.5213657596	-424.6894531250	-2.7310993671	0.1911233573	1.5447267334
0.5213658521	-421.3317565918	12.9132223129	0.1398501205	0.9517830755
0.5213659910	-418.0964660645	19.7000961304	0.1398501205	0.9517830755
0.5213660835	-418.5336303711	18.4347476959	0.1398501205	0.9517830755
0.5213661992	-418.3237915039	55.0148506165	0.1398501205	0.9517830755
0.5213663148	-408.4605407715	484.3134155273	0.1398501205	0.9517830755
0.5213664305	-414.5463867188	456.7058105469	0.1870746915	0.8391007231
0.5213665462	-427.7673645020	501.5681762695	0.1319250714	1.1224481489
0.5213666618	-429.0265197754	512.6112670898	0.1319250714	1.1224481489
0.5213667775	-430.4954833984	471.8899841309	0.1319250714	1.1224481489
0.5213668933	-427.5575256348	373.8829650879	0.1319250714	1.1224481489
0.5213670320	-426.0535278320	26.4294548035	0.2614491017	0.7915504287
0.5213671479	-428.6907348633	2.3533039093	0.2336141296	1.5686946104
0.5213672644	-421.0519714355	43.6267013550	0.2336141296	1.5686946104
0.5213673569	-419.5829467773	-2.9611625671	0.2336141296	1.5686946104
0.5213674726	-417.0646667480	14.2936029434	0.2336141296	1.5686946104
0.5213676113	-411.7307739258	16.7092704773	0.2336141296	1.5686946104
0.5213677042	-419.0678405762	1.3473004103	0.0507593040	0.4410416564
0.5213678199	-411.3845214844	49.4012985229	0.0507593040	0.4410416564
0.5213679356	-407.2013244629	476.7212829590	0.0507593040	0.4410416564
0.5213680512	-415.5956420898	389.0671691895	0.0507593040	0.4410416564
0.5213681669	-427.4176330566	490.5251464844	0.0507593040	0.4410416564
0.5213683060	-427.1266174316	414.2498779297	0.1526835680	0.3045558240
0.5213684217	-426.3566589355	423.7108764648	0.2173027190	0.9161014079
0.5213685375	-425.1441955566	215.8983001709	0.2173027190	0.9161014079
0.5213686299	-425.2490539551	38.4502754211	0.2173027190	0.9161014079
0.5213687456	-425.4589233398	23.9562759399	0.2173027190	0.9161014079
0.5213688612	-417.9040832520	8.0818872452	0.0195298588	1.3038163141
0.5213689833	-415.3476257324	-3.2748861313	0.0000000000	0.1171791529
0.5213690991	-420.7543029785	22.8268680573	0.0000000000	0.1171791529
0.5213692146	-414.2315673828	24.9340419769	0.0000000000	0.1171791529
0.5213693303	-409.4573364258	16.9585056305	0.0000000000	0.1171791529
0.5213694460	-412.1854248047	66.3071289063	0.0000000000	0.1171791529
0.5213695619	-405.9561767578	623.2487792969	0.0000000000	0.0000000000
0.5213696781	-418.7784729004	541.8983154297	0.0000000000	0.0000000000
0.5213697937	-425.5988464355	508.7001647949	0.0000000000	0.0000000000
0.5213699094	-429.0415649414	529.5291137695	0.0000000000	0.0000000000
0.5213700255	-429.8729553223	393.2542724609	0.0000000000	0.0000000000
0.5213701411	-419.8697509766	319.3808593750	0.1291738232	0.0000000000
0.5213702569	-422.2523193359	35.0131225586	0.2207510570	0.7750429393
0.5213703725	-421.2792663574	18.2046852112	0.2207510570	0.7750429393
0.5213704881	-423.0980529785	24.9340419769	0.2207510570	0.7750429393
0.5213706038	-417.6569213867	-2.5815594196	0.2207510570	0.7750429393
0.5213707194	-418.2479858398	2.2536134720	0.1121020494	1.3245063420
0.5213708351	-415.2925415039	16.4600353241	0.0384211180	0.6726122963
0.5213709511	-410.1393737793	41.8322105408	0.0384211180	0.6726122963
0.5213710667	-409.6846618652	78.7689132690	0.0384211180	0.6726122963
0.5213711824	-409.2299804688	527.3928222656	0.0384211180	0.6726122963
0.5213712986	-420.2334899902	591.4263916016	0.0384211180	0.6726122963
0.5213714142	-412.7310791016	507.5038146973	0.0000000000	0.0000000000
0.5213715299	-425.0077209473	459.8998413086	0.0000000000	0.0000000000
0.5213716455	-426.3415527344	453.4695434570	0.0000000000	0.0000000000
0.5213717612	-428.5543212891	286.8805541992	0.0000000000	0.0000000000
0.5213718769	-423.3254089355	44.3744163513	0.0000000000	0.0000000000
0.5213719925	-416.2251892090	25.3366527557	0.2103452102	0.0000000000
0.5213721088	-414.5589599609	19.1617469788	0.1551773118	1.2620712610
0.5213722248	-418.5717773438	11.4073505402	0.1551773118	1.2620712610
0.5213723405	-418.3995666504	14.9646205902	0.1551773118	1.2620712610
0.5213724561	-415.9897155762	13.8181390762	0.1551773118	1.2620712610
0.5213725718	-408.8801879883	20.6893711090	0.0111128235	0.9310638707
0.5213726875	-411.9429626465	106.6334533691	0.1574794415	0.0666769410
0.5213728032	-415.8229980469	426.4524536133	0.1574794415	0.0666769410
0.5213729193	-426.0972290039	556.6310424805	0.1574794415	0.0666769410
0.5213730350	-425.4473266602	422.4147949219	0.1574794415	0.0666769410
0.5213731507	-434.5107727051	439.6936645508	0.1574794415	0.0666769410
0.5213732664	-432.7829895020	430.7891540527	0.1206412992	1.4913215043
0.5213733821	-429.7820129395	133.0025634766	0.1206412992	1.4913215043
0.5213734978	-429.9790649414	67.2043838501	0.1206412992	1.4913215043
0.5213736134	-426.0232543945	16.5098819733	0.1206412992	1.4913215043
0.5213737294	-421.6967468262	9.6128559113	0.1206412992	1.4913215043
0.5213738451	-422.8555297852	28.0744094849	0.2131223112	0.7238477949
0.5213739608	-419.2471313477	17.7445583344	0.1579633200	1.2787338672
0.5213740765	-417.2780151367	22.2422981262	0.1579633200	1.2787338672
0.5213741921	-420.9761352539	28.4233398438	0.1579633200	1.2787338672
0.5213743079	-418.0358581543	69.2979660034	0.1579633200	1.2787338672
0.5213744235	-418.4905090332	497.8833618164	0.1579633200	1.2787338672
0.5213745391	-429.2363586426	422.2155151367	0.3137539830	1.5585062623
0.5213746549	-430.8277893066	408.5074462891	0.3137539830	1.5585062623
0.5213747705	-442.6497497559	435.4249572754	0.3137539830	1.5585062623
0.5213748861	-440.3763122559	437.6680603027	0.3137539830	1.5585062623
0.5213750018	-439.2395935059	183.4478149414	0.3137539830	1.5585062623
0.5213751180	-433.9833679199	109.3052444458	0.2242954337	1.4147178543
0.5213752338	-435.6681823730	131.4210357666	0.2242954337	1.4147178543
0.5213753498	-433.2896423340	207.3103332520	0.2242954337	1.4147178543
0.5213754655	-430.8126525879	254.9285583496	0.2242954337	1.4147178543
0.5213755812	-429.9183959961	215.5992126465	0.2242954337	1.4147178543
0.5213756968	-429.9790649414	231.2013702393	0.2720264383	1.3457726020
0.5213758125	-429.9638977051	212.1597595215	0.2711871230	1.6321586296
0.5213759284	-427.2175292969	197.7140960693	0.2711871230	1.6321586296
0.5213760440	-423.3254089355	210.1160430908	0.2711871230	1.6321586296
0.5213761595	-421.9613342285	192.4203033447	0.2711871230	1.6321586296
0.5213762752	-419.6878967285	213.3560943604	0.2711871230	1.6321586296
0.5213763909	-421.3702087402	224.9704589844	0.2196005609	0.6027212299
0.5213765065	-422.8706970215	208.1221466064	0.2196005609	0.6027212299
0.5213766222	-419.9151916504	199.8973541260	0.2196005609	0.6027212299
0.5213767379	-417.6417541504	209.6175689697	0.2196005609	0.6027212299
0.5213768536	-411.0487670898	202.8882141113	0.2196005609	0.6027212299
0.5213769696	-413.6942443848	211.5207977295	0.0371990115	0.4452403730
0.5213770853	-409.9228515625	214.2106018066	0.0371990115	0.4452403730
0.5213772010	-411.7307739258	217.0946350098	0.0371990115	0.4452403730
0.5213773167	-408.7752990723	211.1129608154	0.0371990115	0.4452403730
0.5213774326	-409.4846191406	215.9581146240	0.0371990115	0.4452403730
0.5213775483	-406.1229248047	206.3775329590	0.0110627432	0.2231940689
0.5213776640	-405.3326110840	196.1232299805	0.0000000000	0.0663764590
0.5213777801	-406.3927307129	211.4120483398	0.0000000000	0.0663764590
0.5213778958	-400.0270080566	201.1235961914	0.0000000000	0.0663764590
0.5213780113	-397.5747680664	226.1667938232	0.0000000000	0.0663764590
0.5213781275	-399.6236267090	199.1768493652	0.0000000000	0.0663764590
0.5213782431	-400.4999389648	209.0193786621	0.0000000000	0.6058850325
0.5213783589	-391.9881896973	215.0010375977	0.0000000000	0.6058850325
0.5213784744	-393.1340026855	205.0316467285	0.0000000000	0.6058850325
0.5213785903	-385.8771362305	209.4979248047	0.0000000000	0.6058850325
0.5213787058	-388.1778564453	198.4019470215	0.0000000000	0.6058850325
0.5213788215	-390.1481628418	204.5331573486	0.0000000000	0.0000000000
0.5213789375	-384.7676391602	212.3092803955	0.0000000000	0.0000000000
0.5213790536	-387.7685852051	197.9533386230	0.0000000000	0.0000000000
0.5213791692	-385.1314086914	217.8423156738	0.0000000000	0.0000000000
0.5213792849	-381.0391235352	211.1129608154	0.0000000000	0.0000000000
0.5213794006	-378.6141357422	202.1404724121	0.0000000000	0.0000000000
0.5213795171	-376.9339294434	204.6186065674	0.0000000000	0.0000000000
0.5213796332	-375.4919433594	211.4120483398	0.0000000000	0.0000000000
0.5213797488	-374.6735229492	197.6542510986	0.0000000000	0.0000000000
0.5213798645	-374.9008483887	187.9340820313	0.0000000000	0.0000000000
0.5213799802	-372.1727294922	215.5992126465	0.0000000000	0.0000000000
0.5213800958	-367.8531799316	215.5991973877	0.0000000000	0.0000000000
0.5213802116	-367.2331848145	219.9495239258	0.0000000000	0.0000000000
0.5213803272	-367.1711730957	226.8148193359	0.0000000000	0.0000000000
0.5213804429	-368.1259765625	216.7955474854	0.0000000000	0.0000000000
0.5213805585	-367.6258239746	207.3744354248	0.0000000000	0.0000000000
0.5213806744	-363.7609558105	214.1037902832	0.0000000000	0.0000000000
0.5213807898	-364.6703796387	226.0671081543	0.0000000000	0.0000000000
0.5213809055	-365.1250000000	210.3652648926	0.0000000000	0.0000000000
0.5213810212	-359.6687622070	203.6359100342	0.0000000000	0.0000000000
0.5213811369	-358.5319824219	207.3744354248	0.0000000000	0.0000000000
0.5213812525	-352.6210327148	217.8423156738	0.0000000000	0.0000000000
0.5213813682	-354.6671447754	219.7863922119	0.0264629454	0.0000000000
0.5213814839	-355.2279052734	217.4934082031	0.0264629454	0.0000000000
0.5213815996	-352.6210632324	225.3194122314	0.0264629454	0.0000000000
0.5213817152	-348.9986572266	209.5677032471	0.0264629454	0.0000000000
0.5213818310	-345.7006530762	208.7203063965	0.0264629454	0.0000000000
0.5213819466	-349.4230651855	211.3123626709	0.0373636276	0.0000000000
0.5213820623	-349.9534912109	216.6459960938	0.0373636276	0.0000000000
0.5213821779	-346.1341247559	214.1536254883	0.0373636276	0.0000000000
0.5213822936	-349.1350708008	196.5576171875	0.0373636276	0.0000000000
0.5213824092	-340.8142395020	213.7548522949	0.0373636276	0.0000000000
0.5213825249	-342.2389221191	215.0010528564	0.0000000000	0.2241817656
0.5213826405	-345.9522705078	198.6511993408	0.0355189211	0.0000000000
0.5213827563	-348.3014831543	215.1505889893	0.0355189211	0.0000000000
0.5213828719	-341.7842102051	205.6796417236	0.0355189211	0.0000000000
0.5213829876	-339.6623535156	206.6267242432	0.0355189211	0.0000000000
0.5213831032	-343.0876770020	204.3836059570	0.0355189211	0.0000000000
0.5213832189	-342.0570678711	215.4995117188	0.0423422373	0.0000000000
0.5213833346	-339.7381286621	233.7933959961	0.0423422373	0.0000000000
0.5213834503	-335.3428344727	221.5808715820	0.0423422373	0.0000000000
0.5213835659	-333.2966918945	214.8515014648	0.0423422373	0.0000000000
0.5213836816	-334.8880920410	197.6542663574	0.0423422373	0.0000000000
0.5213837973	-334.4031066895	206.9258117676	0.0538283722	0.2540534238
0.5213839130	-331.8568420410	218.5900573730	0.0000000000	0.3229702334
0.5213840287	-336.4795227051	222.3285827637	0.0000000000	0.3229702334
0.5213841444	-335.3427734375	212.6083831787	0.0000000000	0.3229702334
0.5213842601	-331.4779357910	208.1221618652	0.0000000000	0.3229702334
0.5213843756	-326.7945861816	211.1129455566	0.0903695772	0.0000000000
0.5213844944	-325.0940551758	217.8124237061	0.0971942788	0.5422174633
0.5213846102	-326.6582031250	206.0285491943	0.0971942788	0.5422174633
0.5213847257	-330.1138305664	202.8881988525	0.0971942788	0.5422174633
0.5213848415	-330.0312194824	199.5575103760	0.0971942788	0.5422174633
0.5213849571	-327.8753662109	213.0685272217	0.0971942788	0.5422174633
0.5213850731	-328.9862060547	215.6590118408	0.2537079574	0.0000000000
0.5213851889	-324.7485351563	204.2340698242	0.2537079574	0.0000000000
0.5213853045	-329.8865051270	217.0946350098	0.2537079574	0.0000000000
0.5213854201	-329.6591796875	205.1313323975	0.2537079574	0.0000000000
0.5213855358	-329.8865051270	214.1038055420	0.2537079574	0.0000000000
0.5213856517	-328.1297912598	207.3336639404	0.0235406264	1.2352646725
0.5213857674	-325.8700866699	207.9726104736	0.0235406264	1.2352646725
0.5213858831	-321.2473754883	206.6267547607	0.0235406264	1.2352646725
0.5213859987	-321.4747924805	209.6175689697	0.0235406264	1.2352646725
0.5213861144	-323.0661621094	202.1404724121	0.0235406264	1.2352646725
0.5213862300	-319.2012939453	212.6083831787	0.0235406264	1.2352646725
0.5213863457	-322.3841247559	208.1221618652	0.0833403071	0.8356528210
0.5213864614	-321.9294128418	216.3469238281	0.0833403071	0.8356528210
0.5213865771	-325.7943115234	192.4203033447	0.0833403071	0.8356528210
0.5213866928	-326.0216369629	205.1313171387	0.0833403071	0.8356528210
0.5213868084	-325.3396301270	216.3469238281	0.0833403071	0.8356528210
0.5213869241	-319.3679809570	210.8139038086	0.0164469133	0.8272055888
0.5213870398	-318.7617492676	208.1719970703	0.0164469133	0.8272055888
0.5213871554	-325.5669555664	214.8515014648	0.0164469133	0.8272055888
0.5213872711	-321.4747314453	214.1038055420	0.0164469133	0.8272055888
0.5213873868	-319.4286193848	222.3285827637	0.0164469133	0.8272055888
0.5213875025	-316.9278869629	207.3744354248	0.0056204304	0.0986814798
0.5213876181	-317.1726989746	197.1941375732	0.0583183208	0.0337225821
0.5213877341	-318.7465820313	188.9808654785	0.0583183208	0.0337225821
0.5213878498	-316.2457580566	60.0762481689	0.0583183208	0.0337225821
0.5213879655	-317.3825378418	7.7367930412	0.0583183208	0.0337225821
0.5213880811	-315.7911376953	11.4753246307	0.0476933670	0.3499099248
0.5213881968	-320.3380126953	10.7276182175	0.0000000000	0.2861602018
0.5213883125	-321.5838928223	7.0189943314	0.0000000000	0.2861602018
0.5213884282	-318.3676757813	20.0988731384	0.0000000000	0.2861602018
0.5213885440	-316.7459411621	33.6074371338	0.0000000000	0.2861602018
0.5213886594	-309.8498535156	53.1973495483	0.0000000000	0.2861602018
0.5213887751	-308.5265808105	38.4042587280	0.0000000000	0.0000000000
0.5213888908	-310.8501281738	50.7548370361	0.0000000000	0.0000000000
0.5213890299	-308.0310668945	67.8523941040	0.0000000000	0.0000000000
0.5213891225	-311.6837463379	72.5878677368	0.0000000000	0.0000000000
0.5213892382	-311.7746887207	78.9682998657	0.0000000000	0.0000000000
0.5213893539	-308.9555969238	102.2468948364	0.0056766265	0.0000000000
0.5213894695	-306.4851379395	124.6282501221	0.0000000000	0.0340597589
0.5213895851	-307.3945007324	138.3860321045	0.0000000000	0.0340597589
0.5213897009	-303.5296325684	171.5343780518	0.0000000000	0.0340597589
0.5213898166	-305.3332519531	660.4846191406	0.0000000000	0.0340597589
0.5213899322	-320.2016296387	213.5056152344	0.4265863885	0.0000000000
0.5213900478	-335.4640502930	228.1108398438	0.2721021370	2.5595183307
0.5213901635	-334.0545043945	67.3040771484	0.2721021370	2.5595183307
0.5213902792	-333.5240173340	620.8562622070	0.2721021370	2.5595183307
0.5213903949	-344.8912963867	270.1817626953	0.2721021370	2.5595183307
0.5213905105	-350.3476257324	211.1129608154	0.2721021370	2.5595183307
0.5213906262	-341.7084655762	-10.2081661224	0.3498866483	1.6326128222
0.5213907419	-347.8467407227	100.4524078369	0.4569311395	2.0993198896
0.5213908575	-339.8897094727	110.1725769043	0.4569311395	2.0993198896
0.5213909732	-342.1631164551	67.5533065796	0.4569311395	2.0993198896
0.5213910889	-339.4350280762	69.0487289429	0.4569311395	2.0993198896
0.5213912046	-340.5717468262	115.4065399170	0.2566547038	2.7415868368
0.5213913203	-343.7965393066	116.9479522705	0.3145025736	1.5399282227
0.5213914360	-344.3608398438	133.6007385254	0.3145025736	1.5399282227
0.5213915516	-337.6162414551	484.7735595703	0.3145025736	1.5399282227
0.5213916672	-341.9358215332	460.8469238281	0.3145025736	1.5399282227
0.5213917829	-363.0334472656	433.9295349121	0.4581227170	1.8870154418
0.5213918986	-359.1720886230	103.5582656860	0.3528053918	2.7487363022
0.5213920143	-360.1234741211	157.2780914307	0.3528053918	2.7487363022
0.5213921299	-359.4414062500	110.1725845337	0.3528053918	2.7487363022
0.5213922456	-360.1234741211	152.0441589355	0.3528053918	2.7487363022
0.5213923612	-351.3793640137	543.6697998047	0.3528053918	2.7487363022
0.5213924769	-368.0805053711	299.3423461914	0.5344636616	2.1168323509
0.5213925926	-379.3871765137	483.9760437012	0.7075665972	3.2067819695
0.5213927082	-390.5876770020	380.0946350098	0.7075665972	3.2067819695
0.5213928239	-403.0916442871	474.3056945801	0.7075665972	3.2067819695
0.5213929396	-403.0916442871	443.6496887207	0.7075665972	3.2067819695
0.5213930553	-410.3666992188	454.8652954102	1.0000000000	4.2453995830
0.5213931709	-411.1700134277	444.7961425781	0.8675042724	6.0000000000
0.5213932866	-410.5940551758	347.1955566406	0.8675042724	6.0000000000
0.5213934023	-402.4095764160	72.7872543335	0.8675042724	6.0000000000
0.5213935180	-405.3650817871	-1.9833933115	0.8675042724	6.0000000000
0.5213936337	-404.7285461426	12.3725748062	0.8604661777	5.2050256341
0.5213937494	-405.3546447754	13.0512590408	0.8537277742	5.1627970665
0.5213938651	-400.0662231445	-7.1023082733	0.8537277742	5.1627970665
0.5213939807	-398.3174743652	11.4753246307	0.8537277742	5.1627970665
0.5213940963	-401.0455322266	15.9615640640	0.8537277742	5.1627970665
0.5213942120	-399.6464843750	23.2660808563	0.8537277742	5.1627970665
0.5213943284	-399.2268371582	55.4540634155	0.7373462496	5.1223666453
0.5213944440	-398.7720947266	57.3346557617	0.7902267554	4.4240774977
0.5213945597	-392.4064025879	61.5716590881	0.7902267554	4.4240774977
0.5213946754	-400.3634948730	62.3193626404	0.7902267554	4.4240774977
0.5213947911	-397.8627319336	66.0578994751	0.7902267554	4.4240774977
0.5213949068	-395.5893249512	91.4799270630	0.7556368176	4.7413605323
0.5213950225	-391.1939697266	112.1664733887	0.6174998890	4.5338209056
0.5213951385	-392.6792602539	134.2487182617	0.6174998890	4.5338209056
0.5213952542	-393.3157958984	130.3606719971	0.6174998890	4.5338209056
0.5213953699	-391.0423278809	154.2872772217	0.6174998890	4.5338209056
0.5213954855	-388.9962463379	179.7092895508	0.6373242821	3.7049993341
0.5213956013	-388.9438171387	550.5717773438	0.6355606985	3.8239456928
0.5213957173	-413.1402893066	330.4469299316	0.6355606985	3.8239456928
0.5213958330	-415.5956420898	557.3011474609	0.6355606985	3.8239456928
0.5213959486	-419.9152221680	306.8193969727	0.6355606985	3.8239456928
0.5213960643	-436.3715515137	141.9788665771	0.6355606985	3.8239456928
0.5213961806	-423.0360412598	132.9436492920	0.9284398688	3.8133641907
0.5213962962	-426.5234069824	36.4985694885	1.0000000000	5.5706392125
0.5213964119	-414.4589233398	87.7413864136	1.0000000000	5.5706392125
0.5213965276	-421.9613037109	56.3377227783	1.0000000000	5.5706392125
0.5213966433	-418.0964660645	75.0303802490	1.0000000000	5.5706392125
0.5213967590	-421.0519104004	94.4707489014	0.8466918437	6.0000000000
0.5213968746	-413.7769165039	96.7138671875	0.8721165904	5.0801510621
0.5213969903	-415.8229675293	93.7230453491	0.8721165904	5.0801510621
0.5213971060	-414.4588928223	119.8927764893	0.8721165904	5.0801510621
